"Feature","Gain"
"RDF070i",9.90076670745905e-09
"SpDiam_EA.dm.",9.54972863618232e-09
"ATSC3v",9.44497768048394e-09
"H6e",9.19440220566317e-09
"Mor14p",9.17877434162695e-09
"SpDiam_A",9.06683636357349e-09
"TDB03i",8.9771161904699e-09
"HATSs",8.9054863219329e-09
"SRW08",8.85345487673884e-09
"CATS2D_04_LL",8.40404494604067e-09
"L1p",8.35600186269075e-09
"Eig12_EA.bo.",8.10266443916956e-09
"QYYv",8.01149961922037e-09
"SpMax2_Bh.e.",7.93313838766015e-09
"VR2_Dt",7.16323074245001e-09
"ATS7m",6.38472871860678e-09
"HATS0u",5.956526715468e-09
"VR1_D.Dt",5.67290007177043e-09
"SpAD_B.s.",5.38163988460185e-09
"SM14_AEA.ri.",5.11643634057434e-09
"GGI8",4.85561353270289e-09
"SpMin1_Bh.e.",4.74173937035452e-09
"H3v",4.68989503431736e-09
"Wi_B.m.",4.63737537363474e-09
"Mor06i",4.58231976217423e-09
"RDF090s",4.35641040558323e-09
"ATSC3p",3.92903853035631e-09
"B02.N.O.",3.77218235102437e-09
"ATS2s",3.69740309973412e-09
"JGI10",3.60106201824468e-09
"SM06_EA.ri.",3.58852006097052e-09
"SpMax4_Bh.i.",3.54137586248215e-09
"H8v",3.27620431472237e-09
"SpMin4_Bh.e.",3.26166437303487e-09
"SM2_B.s.",3.25547191709798e-09
"SaaCH",3.21237759662051e-09
"NsssCH",2.96468945391234e-09
"VR1_Dz.v.",2.93018274812185e-09
"CATS2D_05_LL",2.6264127048367e-09
"H6p",2.56525789965242e-09
"P_VSA_LogP_6",2.44324469597459e-09
"SpMaxA_B.p.",2.24311501104228e-09
"SpMax5_Bh.m.",2.10230004429042e-09
"SpMax_EA",2.05299118195895e-09
"Eig13_AEA.ri.",2.02941993458938e-09
"HyWi_D.Dt",1.9425561573261e-09
"ATSC7p",1.88480116552598e-09
"SpPosA_Dz.Z.",1.86534363469559e-09
"SpMax_A",1.54262900763367e-09
"R4i.",1.52739727222449e-09
"ATS2e",1.37604347994929e-09
"SM15_EA.ri.",1.36515186504899e-09
"VE2_B.v.",1.29545090094141e-09
"SpMax4_Bh.v.",1.26637253024355e-09
"P2e",1.26337650626877e-09
"ZM2MulPer",1.23756217327223e-09
"H6m",1.19400765041555e-09
"Eta_L",9.83783853888277e-10
"HyWi_G",8.68027603707119e-10
"SpMax2_Bh.i.",8.5579712234853e-10
"ATS4m",8.40939709450869e-10
"ATS2i",8.14024206073804e-10
"VE2_G",7.82623613416032e-10
"H7u",7.65069007616238e-10
"SpAbs_B.s.",7.16850823335794e-10
"HATS2i",5.98563390150854e-10
"R7m",5.73829755766013e-10
"SM1_Dz.v.",5.44643981430937e-10
"nArCO",4.89077068679716e-10
"SpAD_EA.ri.",4.23700195230235e-10
"GGI10",4.08435552876951e-10
"piPC05",3.81228291161084e-10
"Ki",3.67722675783283e-10
"ATSC1p",3.594468292581e-10
"nR.Ct",3.30431062590493e-10
"VR2_RG",3.27383494964002e-10
"Eig05_EA.dm.",3.22702779904301e-10
"P_VSA_m_1",3.14309729725865e-10
"H_Dz.p.",2.81614445209814e-10
"R8i.",2.80954561674479e-10
"nR03",2.13768050069851e-10
"SpMax6_Bh.s.",2.13059628147941e-10
"ChiA_D.Dt",2.10325947116086e-10
"RDF115v",1.89303781230085e-10
"SpDiam_H2",1.85288919416059e-10
"SM6_B.p.",1.84475126314882e-10
"SpDiam_G",1.74966055801928e-10
"SM06_EA",1.58237789173609e-10
"Ho_G",1.54972380027009e-10
"Mor05p",1.43183983826611e-10
"SM3_B.p.",1.28132212750596e-10
"VR1_Dz.p.",1.20616973053255e-10
"SM3_B.m.",1.20370418961853e-10
"VE2_B.p.",1.15174048974503e-10
"ATS7e",1.14764240412431e-10
"ATSC5v",9.32641310708941e-11
"SM6_B.i.",8.64436444151877e-11
"R5i.",8.11760253722031e-11
"SpPos_B.p.",8.06557984334821e-11
"CATS2D_04_DL",8.02953198652761e-11
"Wi_Dz.i.",7.78918052087605e-11
"VR1_RG",7.78724986194639e-11
"SM04_EA.bo.",7.75747162352927e-11
"F03.C.N.",7.22874426234390e-11
"VE1_B.i.",6.66873141884308e-11
"Eig07_EA.dm.",6.20976629168704e-11
"T.N..O.",5.93530267578187e-11
"H_G",5.51527901055354e-11
"Eig04_AEA.ed.",5.49089641986403e-11
"SpPos_A",5.3333821381713e-11
"SpMAD_Dz.p.",4.45757029139738e-11
"Eta_C",4.28549569140049e-11
"AVS_D.Dt",4.09453993641743e-11
"RTe",3.78809593885131e-11
"SpAbs_Dz.p.",3.24807695326965e-11
"RDF055i",3.20377519949339e-11
"VE1_G",3.18568449055818e-11
"SM04_EA.ri.",2.75972365155631e-11
"WiA_H2",2.42697798482182e-11
"Ts",1.92677031258161e-11
"SpMax6_Bh.i.",1.71572937984128e-11
"HATS2v",1.62915905769132e-11
"SpMin6_Bh.e.",1.61236765846696e-11
"TDB05m",1.598852645242e-11
"Ku",1.3237720709144e-11
"Mor12i",1.30578269134406e-11
"SpMin6_Bh.m.",1.15784645350694e-11
"VR2_H2",1.09561159880859e-11
"SP02",1.00670366713618e-11
"DP02",9.95190912342044e-12
"RDF135e",9.67157851167711e-12
"RCON",8.67634226223165e-12
"ATS4i",8.35666020484584e-12
"SpMax3_Bh.p.",8.34920045651328e-12
"Eig13_EA.bo.",6.6578462773492e-12
"SpMax_RG",6.49240317545598e-12
"SM11_EA.ed.",6.41410601187535e-12
"H7p",6.33053525682604e-12
"G.O..O.",6.06109283567124e-12
"RDF075i",5.53402098071629e-12
"SpMin5_Bh.v.",5.42947140929839e-12
"nRCOOR",5.34271999541805e-12
"ATSC3i",5.32374922966722e-12
"X5sol",5.13271597679194e-12
"nRCONHR",4.94006174382823e-12
"H7s",4.89164472696806e-12
"D.Dtr10",4.82663914166953e-12
"SpPosLog_G",4.78986878364493e-12
"RDF030i",4.64150846076589e-12
"TIC4",4.11884494206571e-12
"SP03",4.07627969574645e-12
"R8s",3.6999360976876e-12
"RDF140e",3.59194465577962e-12
"C.005",3.52301050776914e-12
"SM05_EA.ri.",3.07949998119832e-12
"SpPosA_Dz.e.",2.91754095121537e-12
"VE1_B.e.",2.80507274846575e-12
"SpDiam_Dz.i.",2.74073986949759e-12
"HIC",2.72158004082384e-12
"Chi0_EA.ri.",2.66063764525122e-12
"ATSC8i",2.61722919157822e-12
"SRW05",2.61430441738765e-12
"AVS_G",2.32562066221329e-12
"H.046",2.14069845520454e-12
"J_B.m.",2.03174667878735e-12
"L3i",1.79886039160858e-12
"QZZp",1.5698051639269e-12
"ATSC6i",1.53044988484862e-12
"VE3_B.i.",1.48642760227153e-12
"RDF135u",1.48274161926358e-12
"WiA_B.v.",1.44665390423843e-12
"SpPosLog_B.p.",1.31637407368385e-12
"Mor29p",1.28822567597207e-12
"EE_B.v.",1.13660590987097e-12
"RDF090v",1.117908335266e-12
"VE3_Dz.p.",1.08603639079875e-12
"Ho_B.s.",1.01252345314787e-12
"RDF130s",8.84367247937137e-13
"SM12_EA.ri.",8.72069916620252e-13
"VE2_Dz.e.",8.68558769668684e-13
"SpMax8_Bh.m.",8.51129571918178e-13
"QZZv",8.32348659316078e-13
"TDB07m",7.33783969452514e-13
"TIC5",7.22131114910424e-13
"F05.C.O.",6.56160579847751e-13
"Eig03_EA.dm.",6.35890898658304e-13
"HTe",6.33406072872184e-13
"WiA_G",6.20322279139069e-13
"RDF135s",5.78096249852961e-13
"Wi_D.Dt",5.63020145566962e-13
"SpMin5_Bh.i.",5.5298731275436e-13
"GATS7i",5.41902227040419e-13
"SM2_Dz.p.",5.33536084114806e-13
"AVS_Dz.Z.",5.31595864013452e-13
"P2i",5.29843126383434e-13
"CATS2D_08_AA",5.07105029203132e-13
"Psi_i_1s",4.75274532359137e-13
"C.008",4.68361188736034e-13
"RDF025e",4.54427210123523e-13
"RDF100s",4.52857558283016e-13
"SM08_EA.ri.",4.50401435627513e-13
"SpMin7_Bh.m.",4.39451615833516e-13
"RDF085v",4.31356837006875e-13
"CATS2D_02_DL",4.23252819263741e-13
"SP01",4.23199809684333e-13
"T.O..O.",4.0991916285909e-13
"VE3_G.D",4.0425438440116e-13
"SpMaxA_L",3.93899024572589e-13
"RDF135p",3.90579372870161e-13
"VE2_H2",3.75888809101856e-13
"CATS2D_01_LL",3.74858791809367e-13
"Wi_B.s.",3.71281380781875e-13
"SpMax_D.Dt",3.55247032442132e-13
"Kp",3.51612341253269e-13
"ATS6p",3.44287497354389e-13
"VE3_Dt",3.43436740822289e-13
"Ho_Dz.Z.",3.42212423259304e-13
"SpMAD_RG",3.25224482549586e-13
"Ho_B.v.",3.24867838515629e-13
"SM06_EA.dm.",3.12263305519233e-13
"RDF110i",3.0926379053985e-13
"RDF080i",3.08497554541349e-13
"R7v",2.99977253134372e-13
"H3i",2.99534911634779e-13
"Chi_G",2.94823977746548e-13
"VR1_B.s.",2.8864154254529e-13
"RDF030e",2.87735164765547e-13
"H_Dz.e.",2.83660264565852e-13
"nOHs",2.82907313888278e-13
